V1,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,bad_flag
55189,119304676,,3500,3500,3500,36 months,9.44,112.02,B,B1,Corporate Recruiter,1 year,RENT,86000,Not Verified,Sep-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=119304676,"",other,Other,301xx,GA,5.08,0,Jan-1999,695,699,0,,,6,0,0,0,7,w,1873.16,1873.16,2014.52,2014.52,1626.84,387.68,0,0,0,Mar-2019,112.02,Apr-2019,Mar-2019,804,800,1,,1,Individual,,,"",0,200,3472,0,2,0,0,64,3472,17,0,1,0,9,20500,0,0,0,1,694,18200,0,0,0,66,224,18,18,0,18,,,,0,0,0,3,3,2,4,5,0,6,0,0,0,0,100,0,0,0,40630,3472,18200,20130,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
66157,70781856,,2000,2000,2000,36 months,9.16,63.75,B,B2,inspector,8 years,RENT,35000,Source Verified,Feb-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=70781856,"",credit_card,Credit card refinancing,701xx,LA,18.24,0,Oct-1994,805,809,0,,,8,0,392,3.3,15,w,0,0,2292.898205216,2292.9,2000,292.9,0,0,0,Feb-2019,63.69,"",Jan-2019,754,750,0,,1,Individual,,,"",0,0,22566,2,3,2,3,1,22174,95,0,0,392,64,11800,0,0,0,3,3224,6608,5.6,0,0,142,255,29,1,0,37,,,,0,1,1,2,5,5,5,10,1,8,0,0,0,2,100,0,0,0,35220,22566,7000,23420,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
23470,90151774,,7200,7200,7200,36 months,13.99,246.05,C,C3,Accounts Receivable Associate,< 1 year,RENT,55000,Verified,Oct-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=90151774,"",debt_consolidation,Debt consolidation,300xx,GA,21.27,1,Apr-2000,660,664,0,4,,20,0,4688,34.5,26,w,1644.52,1644.52,7149.43,7149.43,5555.48,1593.95,0,0,0,Mar-2019,246.05,Apr-2019,Mar-2019,699,695,0,4,1,Individual,,,"",0,1928,73218,0,14,0,2,24,68530,109,2,4,2380,96,13600,1,1,3,6,3661,6843,35.4,0,0,197,65,9,9,0,9,,0,,0,4,6,4,4,20,6,6,6,20,0,0,1,2,92,0,0,0,76556,73218,10600,62956,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
63940,107600917,,20000,20000,20000,36 months,13.49,678.61,C,C2,Route Manager,< 1 year,MORTGAGE,58000,Source Verified,May-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=107600917,"",debt_consolidation,Debt consolidation,560xx,MN,18.87,0,Mar-1990,665,669,0,66,61,14,2,12869,43.8,29,w,0,0,22513.591886563,22513.59,20000,2513.59,0,0,0,Jun-2018,14385.26,"",Dec-2018,724,720,0,66,1,Individual,,,"",0,989,144134,0,1,0,0,32,16747,64,4,13,6300,53,29400,2,0,1,14,11087,9526,52.4,0,0,326,185,8,8,2,8,,5,,4,3,6,4,6,9,12,18,6,14,0,0,0,4,78.6,25,2,0,172998,29616,20000,26252,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
19900,140117772,,2400,2400,2400,36 months,10.47,77.98,B,B2,Patrol Officer,10+ years,MORTGAGE,77000,Not Verified,Sep-2018,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=140117772,"",debt_consolidation,Debt consolidation,614xx,IL,4.88,0,Aug-2002,680,684,3,76,75,10,1,1731,9.9,45,w,0,0,2485.8781803724,2485.88,2400,85.88,0,0,0,Feb-2019,667.54,"",Mar-2019,694,690,0,76,1,Individual,,,"",0,0,39026,2,2,2,2,6,28944,79,2,4,1237,57,17400,2,10,7,7,4336,9744,11.4,0,0,193,177,7,6,5,12,76,1,76,1,2,5,2,12,14,7,26,5,9,0,0,0,5,97.8,0,1,0,64211,30675,11000,36811,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
55792,129659869,,25000,25000,25000,36 months,15.04,867.13,C,C4,HVAC technician,8 years,OWN,78000,Verified,Mar-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=129659869,"",debt_consolidation,Debt consolidation,152xx,PA,12.37,0,Aug-2010,685,689,0,39,,6,0,58,0.9,8,w,17876.65,17876.65,10384.67,10384.67,7123.35,3261.32,0,0,0,Mar-2019,867.13,Apr-2019,Mar-2019,719,715,0,,1,Individual,,,"",0,6628,22266,3,2,1,1,5,22208,79,4,4,56,65,6200,7,0,2,5,3711,6142,0.9,0,0,91,12,6,5,0,6,,5,,0,2,2,4,4,4,4,4,2,6,0,0,0,5,75,0,0,0,34345,22266,6200,28145,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
52829,39741017,,15000,15000,15000,36 months,8.19,471.37,A,A5,Software Engineer,5 years,MORTGAGE,80000,Source Verified,Jan-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=39741017,"",credit_card,Credit card refinancing,750xx,TX,16.89,0,Oct-1999,700,704,0,,,6,0,19825,96.2,17,w,0,0,15368.13,15368.13,15000,368.13,0,0,0,Apr-2015,14439.04,"",Jan-2018,564,560,0,,1,Individual,,,"",0,0,32507,,,,,,,,,,,,20600,,,,5,6501,775,96.2,0,0,38,183,14,14,0,15,,15,,0,4,4,5,13,2,5,15,4,6,0,0,0,0,100,100,0,0,55227,32507,20600,34627,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
41486,140386483,,6500,6500,6500,36 months,11.06,212.99,B,B3,Teller,2 years,MORTGAGE,29000,Not Verified,Sep-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=140386483,"",credit_card,Credit card refinancing,210xx,MD,18.13,0,Nov-2007,705,709,0,,,8,0,9243,39.2,16,w,5560.08,5560.08,1273.95,1273.95,939.92,334.03,0,0,0,Mar-2019,212.99,Apr-2019,Mar-2019,719,715,0,,1,Individual,,,"",0,0,140790,0,1,0,1,16,6470,48,0,1,3027,42,23600,1,2,1,3,17599,2911,63.2,0,0,130,116,21,10,2,21,,10,,0,3,6,3,4,6,6,8,6,8,0,0,0,1,100,33.3,0,0,164006,15713,7900,13626,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
42434,60911197,,16000,16000,16000,36 months,7.26,495.94,A,A4,Production Superintendent,10+ years,RENT,70000,Not Verified,Sep-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60911197,"",credit_card,Credit card refinancing,275xx,NC,26.98,0,May-1999,715,719,0,,,9,0,22049,87.2,18,f,0,0,17672.40286233,17672.4,16000,1672.4,0,0,0,Oct-2017,5776.29,"",Nov-2017,709,705,0,,1,Individual,,,"",0,0,64409,,,,,,,,,,,,25300,,,,1,8051,768,95.4,0,0,122,196,49,16,1,49,,,,0,4,5,4,4,11,6,6,5,9,0,0,0,0,100,75,0,0,84575,64409,16600,59275,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
64628,74955958,,8300,8300,8300,36 months,15.31,288.99,C,C5,Stocker,1 year,RENT,24000,Source Verified,Mar-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=74955958,"",credit_card,Credit card refinancing,770xx,TX,29.8,0,Dec-2012,720,724,0,,,8,0,3466,29.9,10,w,0,0,5844.38,5844.38,3678.66,1516.1,0,649.62,116.9316,Sep-2017,288.99,"",Mar-2018,524,520,0,,1,Individual,,,"",0,0,21057,0,1,0,1,17,17591,78,1,4,0,61,11600,0,0,0,5,2632,3400,0,0,0,39,39,10,10,0,10,,24,,0,0,2,1,1,2,7,8,2,8,0,0,0,1,100,0,0,0,34286,21057,3400,22686,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,1
53196,57388442,,10000,10000,10000,36 months,12.69,335.45,C,C2,Systems Coordinator,1 year,RENT,45000,Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57388442,"",debt_consolidation,Debt consolidation,189xx,PA,19.7,0,Sep-2007,700,704,3,,,15,0,9281,41.8,43,w,0,0,11965.774495414,11965.77,10000,1965.77,0,0,0,Dec-2017,2922.72,"",Apr-2018,699,695,0,,1,Individual,,,"",0,0,282571,,,,,,,,,,,,22200,,,,8,18838,11919,43.8,0,0,95,94,3,3,2,3,,3,,0,4,4,7,11,22,8,19,4,15,0,0,0,5,100,28.6,0,0,298785,107639,21200,97135,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
187,91548575,,10000,10000,10000,36 months,15.99,351.53,C,C5,Machine operator,10+ years,MORTGAGE,27000,Source Verified,Oct-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=91548575,"",debt_consolidation,Debt consolidation,605xx,IL,25.42,0,Jul-2009,675,679,0,34,,7,0,6047,63,10,w,2334.25,2334.25,10185.49,10185.49,7665.75,2519.74,0,0,0,Mar-2019,351.53,Apr-2019,Mar-2019,644,640,0,,1,Individual,,,"",0,0,78163,0,2,0,1,15,6259,54,0,0,4248,58,9600,0,0,0,1,15633,352,92.3,0,0,87,67,39,15,1,59,,21,34,0,1,2,2,2,4,4,5,2,7,0,0,0,0,90,100,0,0,91935,12306,4600,11640,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
35650,108759735,,10200,10200,10200,36 months,10.91,333.51,B,B4,Assistant Manager of Indirect Procurment,3 years,RENT,70000,Source Verified,May-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=108759735,"",debt_consolidation,Debt consolidation,113xx,NY,3.63,0,Sep-2009,710,714,0,,,7,0,6867,36.1,11,w,4365.26,4365.26,7331.04,7331.04,5834.74,1496.3,0,0,0,Mar-2019,333.51,Apr-2019,Mar-2019,804,800,0,,1,Individual,,,"",0,0,18812,0,3,0,0,45,11945,82,0,3,3293,56,19000,0,1,0,3,2687,12133,36.1,0,0,69,92,14,14,0,14,,20,,0,3,3,4,4,6,4,5,3,7,0,0,0,0,100,25,0,0,33500,18812,19000,14500,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
91913,95296336,,8000,8000,8000,36 months,18.99,293.21,D,D3,INSURANCE UNDERWRITER,10+ years,OWN,33900,Verified,Dec-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=95296336,"",debt_consolidation,Debt consolidation,873xx,NM,34.51,0,Aug-2004,675,679,0,31,,7,0,1846,27.1,29,w,0,0,8118.16,8118.16,8000,118.16,0,0,0,Jan-2017,8126.6,"",Feb-2019,639,635,0,31,1,Individual,,,"",0,0,52812,2,3,1,2,10,50966,99,2,3,627,91,6800,1,0,1,5,7545,173,78.4,0,0,148,130,2,2,0,24,,8,,4,1,3,1,1,23,4,6,3,7,0,0,0,3,81.5,100,0,0,58049,52812,800,51249,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
57199,125186372,,10000,10000,10000,36 months,10.42,324.65,B,B3,Manager,10+ years,RENT,52000,Not Verified,Dec-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=125186372,"",debt_consolidation,Debt consolidation,992xx,WA,22.57,0,Apr-2005,735,739,0,26,,10,0,6193,41,16,w,6207.53,6207.53,4892.74,4892.74,3792.47,1100.27,0,0,0,Mar-2019,324.65,Apr-2019,Mar-2019,619,615,0,,1,Individual,,,"",0,0,30591,0,2,0,1,14,24398,45,0,2,3687,44,15100,0,5,0,3,3059,4307,59,0,0,141,151,13,13,0,13,26,14,26,0,3,3,5,6,7,7,9,3,10,0,0,0,0,93.8,40,0,0,69457,30591,10500,54357,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
22552,78318313,,22000,22000,22000,36 months,5.32,662.53,A,A1,owner,5 years,MORTGAGE,70000,Source Verified,Apr-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78318313,"",credit_card,Credit card refinancing,463xx,IN,16.94,0,Mar-2006,785,789,0,,,9,0,15179,33,11,w,0,0,22748.622551411,22748.62,22000,748.62,0,0,0,Feb-2017,7461.38,"",Jun-2018,829,825,0,,1,Individual,,,"",0,0,203084,0,2,0,1,18,25704,67,1,2,13918,48,46000,1,0,1,4,22565,23763,37.8,0,0,35,121,12,12,1,14,,12,,0,3,4,4,4,2,6,8,4,9,0,0,0,1,100,0,0,0,256965,40883,38200,38535,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
25171,136549209,,13000,13000,13000,36 months,16.91,462.91,C,C5,Retail consultant,3 years,RENT,60000,Verified,Jul-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=136549209,"",debt_consolidation,Debt consolidation,531xx,WI,25.84,0,Apr-2012,710,714,1,,88,9,1,532,9.2,32,w,10648.72,10648.72,3678.85,3678.85,2351.28,1327.57,0,0,0,Mar-2019,462.91,Apr-2019,Mar-2019,724,720,0,,1,Individual,,,"",0,0,35233,2,4,5,10,2,34701,78,1,2,117,70,5800,3,6,4,12,3915,683,14.6,0,0,75,52,7,2,0,28,,5,,0,1,2,1,1,27,5,5,2,9,0,0,0,6,100,0,1,0,50258,35233,800,44458,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
31674,125518183,,20150,20150,20150,60 months,23.88,578.28,E,E2,Accounts Payable Associate,< 1 year,OWN,40000,Source Verified,Dec-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=125518183,"",debt_consolidation,Debt consolidation,229xx,VA,29.91,0,Dec-1988,705,709,0,,,13,0,27795,54,25,w,0,0,23426.0439336964,23426.04,20150,3276.04,0,0,0,Aug-2018,19404.81,"",Aug-2018,714,710,0,,1,Individual,,,"",0,0,38069,0,1,0,1,18,10274,69,0,0,6232,57,51500,1,1,1,1,2928,16510,56.2,0,0,168,348,26,18,0,26,,1,,0,5,7,7,9,7,12,18,7,13,0,0,0,0,100,42.9,0,0,66500,38069,37700,15000,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
36024,46724080,,19200,19200,19200,36 months,10.99,628.5,B,B4,Structural Engineer,3 years,MORTGAGE,88500,Source Verified,Apr-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=46724080,"",credit_card,Credit card refinancing,801xx,CO,16.52,0,Mar-1999,685,689,0,,42,7,2,8612,59,16,f,0,0,11728.28,11728.28,8814.23,2487.05,0,427,76.86,Nov-2016,628.5,"",Jul-2018,589,585,0,,1,Individual,,,"",0,613,281389,,,,,,,,,,,,14600,,,,5,40198,5988,59,0,0,193,60,4,4,1,4,,0,,0,4,4,4,4,11,4,4,4,7,0,0,0,4,100,25,0,2,306404,29730,14600,38804,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,1
36956,9835760,,12000,12000,12000,60 months,14.47,282.16,C,C2,engineer,10+ years,MORTGAGE,125000,Source Verified,Dec-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=9835760,"",credit_card,Refiloan,786xx,TX,13.52,0,Apr-1992,675,679,0,,46,9,1,8094,57,39,f,0,0,15326.6899993348,15326.69,12000,3326.69,0,0,0,Mar-2016,7990.53,"",Jan-2019,759,755,0,42,1,Individual,,,"",0,0,55600,,,,,,,,,,,,14300,,,,5,6950,2775,71,0,0,150,260,10,9,6,27,,9,,0,3,5,8,10,14,5,20,5,8,,0,0,2,82,0.5,1,0,73725,55600,5550,59425,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
66087,78679341,,10000,10000,10000,36 months,16.29,353.01,D,D1,"","",MORTGAGE,31980,Not Verified,May-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78679341,"",debt_consolidation,Debt consolidation,468xx,IN,24.13,4,Mar-1988,670,674,3,6,18,10,1,6635,61.6,42,w,0,0,10050.59,10050.59,10000,50.59,0,0,0,Jun-2016,10059.64,"",Mar-2019,709,705,0,,1,Individual,,,"",0,0,122719,2,3,2,3,4,16983,65,1,2,2459,64,10771,1,13,5,5,13635,1341,64.7,0,0,319,337,1,1,3,190,,1,6,0,1,4,1,7,17,6,22,4,10,0,0,0,3,87.8,0,0,1,142815,23618,3800,26194,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
49575,131343947,,31300,31300,31300,36 months,12.61,1048.76,C,C1,Project Manager,10+ years,MORTGAGE,67590,Not Verified,Apr-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=131343947,"",home_improvement,Home improvement,474xx,IN,9.23,0,Jan-2012,710,714,0,,81,13,1,11875,30.2,17,w,21965.11,21965.11,12414.43,12414.43,9334.89,3079.54,0,0,0,Mar-2019,1048.76,Apr-2019,Mar-2019,709,705,0,,1,Individual,,,"",0,0,251559,1,1,0,2,13,9043,84,1,3,7123,42,39300,1,0,8,7,19351,22703,34,0,0,15,75,6,6,2,6,,8,,0,4,5,7,9,2,11,13,5,13,0,0,0,3,100,0,1,0,284023,20918,34400,10800,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
88526,40581569,,4900,4900,4900,36 months,8.19,153.98,A,A5,1st Assistant Manager,9 years,RENT,27250,Not Verified,Jan-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40581569,"",credit_card,Credit card refinancing,705xx,LA,13.74,0,Aug-2006,730,734,1,,,12,0,5188,70.1,24,w,0,0,3730.57,3730.57,2990.79,546.29,0,193.49,34.8282,Jan-2017,153.98,"",Feb-2019,499,0,0,,1,Individual,,,"",0,0,32131,,,,,,,,,,,,7400,,,,2,2678,2212,70.1,0,0,101,92,50,3,0,50,,0,,0,1,1,1,1,20,1,4,1,12,0,0,0,1,100,0,0,0,35675,32131,7400,28275,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,1
99452,133046527,,15000,15000,15000,60 months,18.45,384.59,D,D2,"","",RENT,36000,Not Verified,May-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=133046527,"",credit_card,Credit card refinancing,347xx,FL,27.23,0,Dec-1999,670,674,0,,98,14,1,13740,28,15,f,13349.33,13349.33,3762.05,3762.05,1650.67,2111.38,0,0,0,Mar-2019,384.59,Apr-2019,Mar-2019,689,685,0,,1,Individual,,,"",0,199,26017,1,1,0,0,34,12277,61,3,3,2385,38,49000,0,4,2,3,1858,32335,14.2,0,0,34,221,6,6,0,12,,12,,0,3,12,4,4,1,13,14,12,14,0,0,0,3,100,75,1,0,69033,26017,37700,20033,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
29867,52546119,,10000,10000,9975,36 months,9.17,318.79,B,B2,foreman,10+ years,MORTGAGE,65000,Not Verified,Jun-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=52546119,"",debt_consolidation,Debt consolidation,158xx,PA,21.12,0,May-2000,740,744,0,,,10,0,6477,29.8,16,f,0,0,11171.7256067952,11143.8,10000,1171.73,0,0,0,Feb-2017,5119.81,"",Mar-2019,714,710,0,,1,Individual,,,"",0,0,96526,,,,,,,,,,,,21700,,,,6,10725,6723,49.1,0,0,177,132,16,12,1,19,,13,,0,4,4,4,4,6,7,9,4,10,0,0,0,2,100,50,0,0,143586,36702,13200,37486,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
67476,63464974,,11200,11200,11200,36 months,6.24,341.95,A,A2,Tech,10+ years,OWN,120000,Source Verified,Oct-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=63464974,"",credit_card,Credit card refinancing,601xx,IL,13.79,0,Jul-1996,700,704,0,,,15,0,21592,46,34,w,0,0,11404.47,11404.47,11200,204.47,0,0,0,Feb-2016,10399.98,"",Mar-2019,624,620,0,,1,Individual,,,"",0,200,256210,,,,,,,,,,,,46900,,,,4,17081,9246,69.4,0,0,192,231,12,12,4,27,,12,,0,5,6,6,11,9,10,21,6,15,0,0,0,1,100,66.7,0,0,337356,44052,30200,33887,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
36747,1124251,,7200,7200,7200,36 months,8.9,228.63,A,A5,"DocCentral, Inc.",4 years,RENT,42000,Not Verified,Feb-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1124251,Borrower added on 01/27/12 > I found this site and thought it was a great opportunity to finally be able to pay off debt that has hounded me since I moved across the country 5 years ago.  Please help!<br>,credit_card,Credit Card Loan,900xx,CA,21.6,0,Oct-2004,705,709,0,,,6,0,8959,87.8,13,f,0,0,8230.3999976338,8230.4,7200,1030.4,0,0,0,Feb-2015,237.97,"",Mar-2019,739,735,0,,1,Individual,,,"",0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
45071,91067278,,25000,25000,25000,36 months,14.49,860.41,C,C4,Firefighter,10+ years,MORTGAGE,70588,Source Verified,Oct-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=91067278,"",debt_consolidation,Debt consolidation,840xx,UT,22.88,0,Jul-1998,705,709,2,67,70,15,1,19734,31.4,25,w,0,0,28631.39282269,28631.39,25000,3631.39,0,0,0,Dec-2017,17496.37,"",Dec-2017,669,665,0,,1,Individual,,,"",0,0,227022,1,1,1,4,7,43079,52,0,4,9879,34,62800,0,7,3,9,16216,34572,34.1,0,0,45,219,14,6,4,14,,6,,0,3,5,7,7,7,10,13,5,15,0,0,0,2,92,28.6,0,0,276354,62813,52500,48597,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
63719,2906985,,10000,10000,10000,36 months,14.33,343.39,C,C1,St. Vincents Hospital,4 years,MORTGAGE,57344,Not Verified,Jan-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=2906985,"",debt_consolidation,Debt consolidation,350xx,AL,9.86,0,Dec-2006,685,689,0,,,6,0,7879,80.4,9,f,0,0,12272.760000001,12272.76,10000,2272.76,0,0,0,Jun-2015,2662.85,"",Dec-2018,509,505,0,,1,Individual,,,"",0,0,113852,,,,,,,,,,,,9800,,,,5,18975,1421,84.7,0,0,74,65,1,1,1,11,,11,,0,3,3,3,4,3,4,5,3,6,0,0,0,3,100,66.7,0,0,123833,18883,9300,14033,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
81136,124811583,,9600,9600,9600,36 months,13.59,326.2,C,C2,Inventory Specialist,2 years,MORTGAGE,25000,Source Verified,Nov-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=124811583,"",credit_card,Credit card refinancing,453xx,OH,19.2,0,Feb-2014,700,704,0,,,6,0,6847,42.3,7,w,6066.06,6066.06,4878.5,4878.5,3533.94,1344.56,0,0,0,Feb-2019,326.2,Apr-2019,Mar-2019,674,670,0,,1,Joint App,72000,20.92,Source Verified,0,0,100197,0,1,0,1,21,4854,69,2,3,2976,50,16200,3,1,4,5,16700,5072,48.2,0,0,45,30,7,7,1,21,,7,,0,2,4,2,2,2,4,4,4,6,0,0,0,3,100,0,0,0,112491,11701,9800,7051,28014,595,599,Oct-2012,2,1,11,94.7,3,10,0,0,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
25719,140938239,,19125,19125,19125,36 months,16.14,673.71,C,C4,Journeyman,3 years,MORTGAGE,54766,Not Verified,Sep-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=140938239,"",debt_consolidation,Debt consolidation,272xx,NC,25.22,0,Jan-2007,775,779,2,,,9,0,3309,13.3,22,w,16540.58,16540.58,4025.11,4025.11,2584.42,1440.69,0,0,0,Mar-2019,673.71,Apr-2019,Mar-2019,759,755,0,,1,Individual,,,"",0,0,125765,1,4,1,3,3,37940,67,0,0,1866,51,24800,5,1,3,3,13974,21491,13.3,0,0,140,136,32,3,1,32,,3,,0,3,3,4,5,13,4,8,3,9,0,0,0,1,100,0,0,0,178477,41249,24800,56677,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
